,en,vn,word_type,word_type_vn
39636,myography,cơ động ký (thuật).,n,danh từ
39637,myography,mô tả cơ (sự).,n,danh từ
39638,myography,chụp X quang mô cơ (thuật),n,danh từ
39639,myomectomy,cắt bỏ u cơ (thth).,n,danh từ
39640,myomectomy,cắt bỏ  cơ (thth),n,danh từ
39641,myotome,1.  dao cắt cơ. 2 khúc cơ. đốt cơ. 3. cơ cùng đoạn tủy sống,n,danh từ
39642,neutrophilic,trung tính.,a,tính từ
39643,neutrophilic,không đốt người hay súc vật (muỗi),a,tính từ
39644,nexus,1.  liên kết (sự). 2 nối thông (sự),n,danh từ
39645,nipple,núm vú.,n,danh từ
39646,nipple,đầu vú,n,danh từ
39647,nodal,nút (th).,a,tính từ
39648,nodal,nhĩ thất.,a,tính từ
39649,nodal,hạch (th),a,tính từ
39650,nodosity,hòn. cục. mấu (tình trạng).,n,danh từ
39651,nodosity,hòn. cục. mấu,n,danh từ
39652,normal,bình thường.,"a,n",tính từ
39653,normal,chuẩn.,"a,n",tính từ
39654,normal,dung dịch đương lượng (Hóa),"a,n",tính từ
39655,normality,bình thường (trạng thái) .,n,danh từ
39656,normality,tiêu chuẩn ( tính ). chuẩn tắc ( tính ),n,danh từ
39657,normochromasia,1.  phản ứng nhuộm màu bình thường. 2 đẳng sắc,n,danh từ
39658,normosthenuria,tỷ trọng niệu bình thường.,n,danh từ
39659,normosthenuria,bài tiết niệu bình thường,n,danh từ
39660,normotension,áp suất bình thường.,n,danh từ
39661,normotension,huyết áp bình thường,n,danh từ
39662,notum,lưng.,n,danh từ
39663,notum,mảnh lưng (của đốt ngực),n,danh từ
39664,nubecula,màng khói.,n,danh từ
39665,nubecula,đục nước tiểu.,n,danh từ
39666,nubecula,sỏi tai,n,danh từ
39667,nucleotoxin,độc tố nhân.,n,danh từ
39668,nucleotoxin,độc tố hại nhân,n,danh từ
39669,nummular,hình đồng tiền.,a,tính từ
39670,nummular,hình xâu tiền,a,tính từ
39671,nursing,điều dưỡng (công tác ).,n,danh từ
39672,nursing,điều dưỡng học .,n,danh từ
39673,nursing,cho bú,n,danh từ
39674,nutrition,dinh dưỡng (chất).,n,danh từ
39675,nutrition,chế độ ăn,n,danh từ
39676,nyctalope,quáng gà (người),n,danh từ
39677,nyctalope,dạ thị (người),n,danh từ
39678,nyctalopia,quáng gà.,n,danh từ
39679,nyctalopia,dạ thị,n,danh từ
39680,nail,móng (tay. chân).,n,danh từ
39681,nail,đinh (đóng xương gãy ),n,danh từ
39682,naphtha,1.  dầu mỏ. 2  ligroin,n,danh từ
39683,natal,sinh (th).,a,tính từ
39684,natal,mông (th),a,tính từ
39685,native,bản địa. thổ dân (th).,a,tính từ
39686,native,tự nhiên. thiên nhiên,a,tính từ
39687,nauseant,làm nôn mửa.,"a,n",tính từ
39688,nauseant,thuốc làm nôn mửa,"a,n",tính từ
39689,nearthrosis,khớp giả.,n,danh từ
39690,nearthrosis,khớp nhân tạo,n,danh từ
39691,nebula,màng khói.,n,danh từ
39692,nebula,đục nước tiểu.,n,danh từ
39693,nebula,dầu khí dung,n,danh từ
39694,nebulization,khí dung hóa.,n,danh từ
39695,nebulization,điều trị bằng khí dung,n,danh từ
39696,neck,cổ.,n,danh từ
39697,neck,gáy,n,danh từ
39698,necromimesis,1.  vọng tưởng tử vong. 2  giả chết,n,danh từ
39699,neovascularization,hình thành tân huyết quản (sự).,n,danh từ
39700,neovascularization,tái sinh huyết quản (sự),n,danh từ
39701,nephritic,viêm thận.,"a,n",tính từ
39702,nephritic,thận (th).,"a,n",tính từ
39703,nephritic,thuốc chữa thận,"a,n",tính từ
39704,nephrocolic,thận-kết tràng (th).,"a,n",tính từ
39705,nephrocolic,đau quặn thận (cơn),"a,n",tính từ
39706,nephrophthisis,lao thận.,n,danh từ
39707,nephrophthisis,thoái hóa ống thận (ch),n,danh từ
39708,neuraxial,trục thần kinh (th). sợi trục (th).,a,tính từ
39709,neuraxial,hệ thần kinh trung ương (th),a,tính từ
39710,neuraxis,trục thần kinh. sợi trục .,n,danh từ
39711,neuraxis,hệ thần kinh trung ương,n,danh từ
39712,neurocrine,1.  bài tiết thn kinh (th) 2.ảnh hưởng   nội tiết tố lên thần kinh,"a,n",tính từ
39713,neurocytoma,u biểu mô thần kinh.,n,danh từ
39714,neurocytoma,u hạch thần kinh,n,danh từ
39715,neurogenic,hình thành thần kinh (th).,a,tính từ
39716,neurogenic,do thần kinh,a,tính từ
39717,neuromimetic,1.  giả bệnh (th). 2 .nhại xung động thần kinh ).3. thuốc nhại xung động thần kinh,"a,n",tính từ
39718,neuromotor,thần kinh-cơ (th).,a,tính từ
39719,neuromotor,vận động thần kinh (th),a,tính từ
39720,neurosome,thân tế bào thần kinh,n,danh từ
39721,neurosome,thể hạt nơron,n,danh từ
39722,neurospongium,tơ nơron.,n,danh từ
39723,neurospongium,đám rối thần kinh võng mạc,n,danh từ
39724,neurotization,tái sinh thần kinh (sự).,n,danh từ
39725,neurotization,ghép thần kinh (thth),n,danh từ
39726,neurotome,dao cắt thần kinh.,n,danh từ
39727,neurotome,đốt thần kinh. khúc thần kinh,n,danh từ
39728,oasis,1.  ốc đảo. 2.đảo lành,n,danh từ
39729,objective,khách quan.,"a,n",tính từ
39730,objective,mục đích.,"a,n",tính từ
39731,objective,vật kính,"a,n",tính từ
39732,obliquity,chéo. chếch. lệch (sự),n,danh từ
39733,obliquity,lọt nghiêng. lọt không đối xứng (sự),n,danh từ
39734,obtund,làm cùn.,v,động từ
39735,obtund,làm cảm giác bớt nhạy. làm dịu,v,động từ
39736,obtuse,cùn.,a,tính từ
39737,obtuse,nhụt. âm ỉ. trì độn,a,tính từ
39738,ocellus,mắt đơn (côn trùng).,n,danh từ
39739,ocellus,đốm mắt (trên cánh sâu bọ),n,danh từ
39740,octavalent,1.  hóa trị tám,"a,n",tính từ
39741,ocular,mắt (th).,"a,n",tính từ
39742,ocular,thị kính,"a,n",tính từ
39743,odaxesmus,cắn lưỡi (hay má) trong cơn động kinh.,n,danh từ
39744,odaxesmus,ngứa lợi,n,danh từ
39745,odd,lẻ.,a,tính từ
39746,odd,kỳ cục,a,tính từ
39747,odontogenic,sinh răng.,a,tính từ
39748,odontogenic,do từ răng,a,tính từ
39749,odontography,mô tả răng (sự).,n,danh từ
39750,odontography,ghi sơ đồ mặt răng (sự),n,danh từ
39751,official,chính thức.,a,tính từ
39752,official,theo quy định dược thư,a,tính từ
39753,oligochromasia,kém nhiễm màu .,n,danh từ
39754,oligochromasia,nhạt màu,n,danh từ
39755,olive,ô liu (cây).,n,danh từ
39756,olive,trám,n,danh từ
39757,omphalogenesis,phát triển rốn (sự).,n,danh từ
39758,omphalogenesis,phát triển túi noãn hoàng,n,danh từ
39759,onanism,giao hợp xuất tinh ra ngoài.,n,danh từ
39760,onanism,thủ dâm,n,danh từ
39761,oncotic,thẩm thấu keo (th).,a,tính từ
39762,oncotic,sưng phù (th). gây sưng,a,tính từ
39763,onlay,khảm bề mặt (sự).,n,danh từ
39764,onlay,miếng khảm ngoài. onlay (RHM),n,danh từ
39765,oogonium,nguyên bào noãn.,n,danh từ
39766,oogonium,túi giao tử cái,n,danh từ
39767,ootheca,vỏ trứng (côn trùng).,n,danh từ
39768,ootheca,buồng trứng,n,danh từ
39769,opacification,đục hóa (sự) (chỉ giác mạc hay thủy tinh thể).,n,danh từ
39770,opacification,mờ đục (sự),n,danh từ
39771,opacity,cản quang . mờ đục (sự).,n,danh từ
39772,opacity,chấm mờ. vùng đục,n,danh từ
39773,ophthalmodynamometer,huyết áp kế động mạch võng mạc,n,danh từ
39774,ophthalmodynamometer,đo cận điểm hội tụ (dụng cụ),n,danh từ
39775,ophthalmophantom,1.  mô hình mắt. 2.banh cố định nhãn cầu (súc vật thí nghiệm),n,danh từ
39776,oral,miệng (th).,a,tính từ
39777,oral,bằng đường uống,a,tính từ
39778,orange,cam.,n,danh từ
39779,orange,màu da cam,n,danh từ
39780,orbital,hốc mắt. ổ mắt (th).,"a,n",tính từ
39781,orbital,quỹ đạo (th),"a,n",tính từ
39782,orbital,orbitan (Hóa),"a,n",tính từ
39783,orchiocele,thoát vị tinh hoàn.,n,danh từ
39784,orchiocele,thoát vị bìu.,n,danh từ
39785,orchiocele,u tinh hoàn,n,danh từ
39786,orchitic,1.  tinh hoàn (th). 2 viêm tinh hoàn (th),a,tính từ
39787,order,bộ (trên họ dưới lớp).,n,danh từ
39788,order,cấp. bậc. thứ tự. trật tự,n,danh từ
39789,organic,cơ quan (th).,a,tính từ
39790,organic,hữu cơ  (Hóa),a,tính từ
39791,organization,tổ chức. cơ cấu.,n,danh từ
39792,organization,cơ thể. sinh vật. 3 thay huyết khối bằng mô xơ (sự),n,danh từ
39793,organizer,bộ phận cấu tạo phôi,n,danh từ
39794,organizer,gen cấu tạo (DTH).,n,danh từ
39795,organizer,yếu tố cấu tạo,n,danh từ
39796,organoid,dạng cơ quan.,"a,n",tính từ
39797,organoid,cơ quan tử. nội bào quan,"a,n",tính từ
39798,organoleptic,nhận cảm.,a,tính từ
39799,organoleptic,quan cảm thụ,a,tính từ
39800,orthogenesis,tiến hóa định hướng (sự).,n,danh từ
39801,orthogenesis,trực sinh (thuyết),n,danh từ
39802,orthognathic,chỉnh hàm (khoa )(th).,a,tính từ
39803,orthognathic,hàm thẳng (có),a,tính từ
39804,os1,miệng.,n,danh từ
39805,os1,lỗ,n,danh từ
39806,oscheocele,u bìu.,n,danh từ
39807,oscheocele,thoát vị bìu,n,danh từ
39808,osmatic,khứu giác (th).,a,tính từ
39809,osmatic,khứu giác (có),a,tính từ
39810,osmology,khứu giác học.,n,danh từ
39811,osmology,thẩm thấu học,n,danh từ
39812,osmometer,khứu giác kế.,n,danh từ
39813,osmometer,thẩm áp kế,n,danh từ
39814,osmoreceptor,thụ thể thẩm thấu,n,danh từ
39815,osmoreceptor,thụ thể khứu giác,n,danh từ
39816,ossidesmosis,hình thành xương và gân (sự).,n,danh từ
39817,ossidesmosis,cốt hóa gân (sự),n,danh từ
39818,osteocele,u xương bìu. u xương tinh hoàn.,n,danh từ
39819,osteocele,thoát vị chứa xương,n,danh từ
39820,osteodesmosis,hình thành gân-xương (sự).,n,danh từ
39821,osteodesmosis,cốt hóa gân (sự),n,danh từ
39822,osteoid,dạng xương.,"a,n",tính từ
39823,osteoid,chất tiền cốt. mô tiền cốt,"a,n",tính từ
39824,osteoplastic,sinh xương.,a,tính từ
39825,osteoplastic,tạo hình xương (th),a,tính từ
39826,otocyst,túi thính giác (phôi thai).,n,danh từ
39827,otocyst,thính nang (động vật hạ đẳng),n,danh từ
39828,otopiesis,lõm màng nhĩ.,n,danh từ
39829,otopiesis,nén khí mê đạo,n,danh từ
39830,otosteon,sỏi tai.,n,danh từ
39831,otosteon,tiểu cốt tai,n,danh từ
39832,oulectomy,1.  cắt bỏ sẹo (thth). 2.cắt bỏ lợi (thth),n,danh từ
39833,overgrowth,sinh sản nhanh (sự) tăng sinh (sự).,n,danh từ
39834,overgrowth,sinh trưởng quá độ (sự),n,danh từ
39835,overlap,chồm lên nhau. trùng điệp .,"v,n",danh từ
39836,overlap,cắn phủ. chen chúc răng (sự) (RHM),"v,n",danh từ
39837,overstrain,cố gắng (sự) .,n,danh từ
39838,overstrain,quá sức (sự),n,danh từ
39839,oxalylurea,axit oxaluric .,n,danh từ
39840,oxalylurea,axit parabanic,n,danh từ
39841,oxychromatic,bắt màu axit.,a,tính từ
39842,oxychromatic,ưa axit,a,tính từ
39843,oxyphil,ưa axit.,"a,n",tính từ
39844,oxyphil,tế bào Hrthle,"a,n",tính từ
39845,ozonophore,hạt chất nguyên sinh.,n,danh từ
39846,ozonophore,hồng tế bào,n,danh từ
39847,zona,vùng.,n,danh từ
39848,zona,zona (bh),n,danh từ
39849,zoophile,muỗi ưa súc vật.,n,danh từ
39850,zoophile,chống mổ xẻ súc vật sống (người),n,danh từ
39851,zoophilism,thích đốt súc vật (tính).,n,danh từ
39852,zoophilism,chống mổ xẻ súc vật sống (chủ nghĩa),n,danh từ
39853,zooprophylaxis,thú y dự phòng.,n,danh từ
39854,zooprophylaxis,dùng súc vật để dự phòng (phép),n,danh từ
39855,zooscopy,ảo thị súc vật.,n,danh từ
39856,zooscopy,nghiên cứu động vật,n,danh từ
39857,zygoma,mõm gò má xương thái dương.,n,danh từ
39858,zygoma,cung gò má. cành quyền,n,danh từ
39859,zymase,enzym.,"a,n",tính từ
39860,zymase,zymase,"a,n",tính từ
39861,zyme,1.  enzym. 2 tác nhân gây bệnh lên men,n,danh từ
39862,zymoid,chất độc thối rữa.,n,danh từ
39863,zymoid,zymoid,n,danh từ
39864,zymome,men.,n,danh từ
39865,zymome,vi sinh vật gây bệnh,n,danh từ
39866,zymosis,lên men (sự).,n,danh từ
39867,zymosis,bệnh lên men.,n,danh từ
39868,zymosis,bệnh truyền nhiễm,n,danh từ
39869,adenectomy,cắt bỏ hạch (thth).,n,danh từ
39870,adenectomy,nạo VA (thth),n,danh từ
39871,adenoid,dạng hạch.,a,tính từ
39872,adenoid,VA (th),a,tính từ
39873,adenologaditis,viêm kết mạc lậu.,n,danh từ
39874,adenologaditis,viêm hạch kết mạc mắt,n,danh từ
39875,adenosis,bệnh tuyến.,n,danh từ
39876,adenosis,loạn phát tuyến,n,danh từ
39877,adenotomy,mở hạch (thth) .,n,danh từ
39878,adenotomy,nạo VA (thth),n,danh từ
39879,adephagia,ăn vô độ (ch). tham thực.,n,danh từ
39880,adephagia,háu ăn. phàm ăn,n,danh từ
39881,adequate,đầy đủ. thích hợp.,a,tính từ
39882,adequate,tương xứng. thích đáng,a,tính từ
39883,adhesion,dính (sự).,n,danh từ
39884,adhesion,bám. gia nhập (sự),n,danh từ
39885,adiposis,béo phị. phát phì.,n,danh từ
39886,adiposis,nhiễm mỡ (ch),n,danh từ
39887,adrenal,1.  gần thận . 2 tuyến thượng thận,"a,n",tính từ
39888,adrenergic,giải phóng adrenalin.,n,danh từ
39889,adrenergic,qua trung gian adrenalin,n,danh từ
39890,adsternal,hướng xương ức.,a,tính từ
39891,adsternal,gần xương ức,a,tính từ
39892,aeration,thông khí (sự).trao đổi khí ở phổi (sự).,n,danh từ
39893,aeration,sục khí (sự),n,danh từ
39894,aesthetic,cảm giác.,a,tính từ
39895,aesthetic,thẩm mỹ,a,tính từ
39896,affection,bệnh.,n,danh từ
39897,affection,trìu mến (sự),n,danh từ
39898,afferentia,huyết quản vào.,n,danh từ
39899,afferentia,bạch huyềt quản,n,danh từ
39900,agalactous,mất tiết sữa.,a,tính từ
39901,agalactous,cai sữa,a,tính từ
39902,agamic,vô tính,a,tính từ
39903,agamic,vô giao,a,tính từ
39904,agamous,vô tính.,a,tính từ
39905,agamous,vô giao (không có bộ phận sinh dục),a,tính từ
39906,age,tuổi.,n,danh từ
39907,age,thâm niên,n,danh từ
39908,agglutinant,cao dính .,n,danh từ
39909,agglutinant,ngưng kết tố,n,danh từ
39910,agglutination,dính kết (sự),n,danh từ
39911,agglutination,ngưng kết (sự),n,danh từ
39912,agitation,náo động (sự),n,danh từ
39913,agitation,lắc. khuấy (sự),n,danh từ
39914,aglossia,thiếu lưỡi (tật).,n,danh từ
39915,aglossia,mất ngôn ngữ (ch),n,danh từ
39916,agonist,chủ vận (cơ) .,n,danh từ
39917,agonist,chủ vận (chất ) (Dược),n,danh từ
39918,ague,sốt rét falciparum.,n,danh từ
39919,ague,cơn rét run,n,danh từ
39920,airborne,sinh khí. do không khí.,a,tính từ
39921,airborne,không vận,a,tính từ
39922,airway,khí đạo.,n,danh từ
39923,airway,luồn ống (sự). luồn ống vào khí quản (sự),n,danh từ
39924,akinetic,mất vận động.,a,tính từ
39925,akinetic,trực phân (th),a,tính từ
39926,alar,cánh (th),a,tính từ
39927,alar,nách (th),a,tính từ
39928,albumen,phôi nhũ (hạt) .,n,danh từ
39929,albumen,albumin,n,danh từ
39930,alcoholic,cồn (th). rượu (th).,"a,n",tính từ
39931,alcoholic,nghiện rượu (người),"a,n",tính từ
39932,alcoholization,liệu pháp cồn (rượu).,n,danh từ
39933,alcoholization,rượu hóa (sự). pha rượu (sự),n,danh từ
39934,alcoholize,điều trị bằng cồn (rượu).,v,động từ
39935,alcoholize,rượu hóa. pha rượu,v,động từ
39936,alexic,mất (khả năng) đọc (th).,a,tính từ
39937,alexic,bổ thể (th),a,tính từ
39938,algogenic,gây đau,a,tính từ
39939,algogenic,làm lạnh,a,tính từ
39940,abarticular,1.  không gây tổn khớp. 2.ngoài khớp,a,tính từ
39941,abarticulation,sai khớp.,n,danh từ
39942,abarticulation,khớp động,n,danh từ
39943,aberrancy,sai . sai lệch,n,danh từ
39944,aberrancy,sai hình,n,danh từ
39945,abirritation,1.  giảm đáp ứng kích thích. 2.mất trương lực,n,danh từ
39946,abirritative,giảm cảm ứng.,a,tính từ
39947,abirritative,êm dịu,a,tính từ
39948,ablactation,cai sửa (sự) .,n,danh từ
39949,ablactation,cạn sữa,n,danh từ
39950,abnormality,dị thường. dị dạng.,n,danh từ
39951,abnormality,biến chất. biến tính,n,danh từ
39952,abort,chặn tiến triển; sẩy thai.,v,động từ
39953,abort,làm sẩy thai,v,động từ
39954,abortive,kém phát triển .,a,tính từ
39955,abortive,gây sẩy thai. chết non.,a,tính từ
39956,abortive,chặn bệnh,a,tính từ
39957,abrasive,gây mài mòn.,a.n,tính từ
39958,abrasive,mài mòn (chất),a.n,tính từ
39959,absence,1.  động kinh nhỏ. 2.cơn vắng  (động kinh),n,danh từ
